"memory_max_mb","vcpu","axis","arm","repeat","outcome","memory_failure_kind","phase_reached","xmx_mb","heap_fraction_of_budget","xmx_source","exeris_subsystems","exeris_telemetry_subsystem_enabled","rps","total_requests","error_rate_pct","cpu_time_seconds","cpu_per_req_ms","peak_rss_kb","cgroup_memory_peak_kb","latency_p99_us","latency_label","throttled_periods","nr_periods","cpu_throttle_ratio","oom_kill_delta","hs_err_present","pg_rss_kb","jit_representativeness","run_dir"
2048,4,"memory","quarkus-tuned",1,"ok","none","measure_complete",1536,0.7500,"fraction:0.75",,,47486.64,14249035,0.000000,976.810000,0.06855271251702308,729948,726860,19810.000000,"wrk-closed-loop-coordinated-omission",4194,4271,0.981971435261063,0,,46756,"representative","/home/bench/exeris-benchmarks/results/constrained/entity-read-by-id/20260722T015708Z-memory-cpu-matrix/point-2048m-4vcpu/quarkus-tuned/repeat-1"
1024,2,"cpu","exeris-community",1,"ok","none","measure_complete",256,0.2500,"fraction:0.25","http,persistence",false,31528.90,9461711,0.000000,453.330000,0.04791205311597448,215776,209836,342170.000000,"wrk-closed-loop-coordinated-omission",4209,4270,0.9857142857142858,0,,46838,"representative","/home/bench/exeris-benchmarks/results/constrained/entity-read-by-id/20260722T015708Z-memory-cpu-matrix/point-1024m-2vcpu/exeris-community/repeat-1"
1024,2,"cpu","quarkus-tuned",1,"ok","none","measure_complete",768,0.7500,"fraction:0.75",,,24034.64,7212604,0.000000,482.110000,0.06684271034428065,434128,429824,49450.000000,"wrk-closed-loop-coordinated-omission",4208,4273,0.984788205008191,0,,46950,"representative","/home/bench/exeris-benchmarks/results/constrained/entity-read-by-id/20260722T015708Z-memory-cpu-matrix/point-1024m-2vcpu/quarkus-tuned/repeat-1"
1024,8,"cpu","exeris-community",1,"ok","none","measure_complete",256,0.2500,"fraction:0.25","http,persistence",false,94626.35,28390141,0.000000,1892.800000,0.06667103203185923,252520,248492,12830.000000,"wrk-closed-loop-coordinated-omission",4193,4269,0.9821972358866246,0,,47165,"representative","/home/bench/exeris-benchmarks/results/constrained/entity-read-by-id/20260722T015708Z-memory-cpu-matrix/point-1024m-8vcpu/exeris-community/repeat-1"
1024,8,"cpu","quarkus-tuned",1,"ok","none","measure_complete",768,0.7500,"fraction:0.75",,,69777.45,20935053,0.000000,1914.610000,0.09145474816806053,475100,466384,2510.000000,"wrk-closed-loop-coordinated-omission",10,4271,0.0023413720440177946,0,,51948,"representative","/home/bench/exeris-benchmarks/results/constrained/entity-read-by-id/20260722T015708Z-memory-cpu-matrix/point-1024m-8vcpu/quarkus-tuned/repeat-1"
128,4,"memory","exeris-community",2,"unknown",,,32,0.2500,"fraction:0.25","http,persistence",false,56472.57,16943658,0.000000,921.570000,0.05439026212639561,140120,,48060.000000,"wrk-closed-loop-coordinated-omission",,,,,,47370,,"/home/bench/exeris-benchmarks/results/constrained/entity-read-by-id/20260722T015708Z-memory-cpu-matrix/point-128m-4vcpu/exeris-community/repeat-2"
128,4,"memory","quarkus-tuned",2,"unknown",,,96,0.7500,"fraction:0.75",,,,,,,,,,,"wrk-closed-loop-coordinated-omission",,,,,,47575,,"/home/bench/exeris-benchmarks/results/constrained/entity-read-by-id/20260722T015708Z-memory-cpu-matrix/point-128m-4vcpu/quarkus-tuned/repeat-2"
256,4,"memory","exeris-community",2,"ok","none","measure_complete",64,0.2500,"fraction:0.25","http,persistence",false,56250.45,16877143,0.000000,920.080000,0.054516336088400744,152428,146320,62160.000000,"wrk-closed-loop-coordinated-omission",4194,4270,0.9822014051522249,0,,47565,"representative","/home/bench/exeris-benchmarks/results/constrained/entity-read-by-id/20260722T015708Z-memory-cpu-matrix/point-256m-4vcpu/exeris-community/repeat-2"
256,4,"memory","quarkus-tuned",2,"ok","none","measure_complete",192,0.7500,"fraction:0.75",,,46403.43,13924259,0.000000,982.610000,0.07056820761521312,237984,233144,18740.000000,"wrk-closed-loop-coordinated-omission",4183,4270,0.9796252927400468,0,,47677,"representative","/home/bench/exeris-benchmarks/results/constrained/entity-read-by-id/20260722T015708Z-memory-cpu-matrix/point-256m-4vcpu/quarkus-tuned/repeat-2"
512,4,"memory","exeris-community",2,"ok","none","measure_complete",128,0.2500,"fraction:0.25","http,persistence",false,56126.79,16839803,0.000000,919.230000,0.054586743087196445,188752,181948,70390.000000,"wrk-closed-loop-coordinated-omission",4199,4271,0.9831421212830719,0,,47759,"representative","/home/bench/exeris-benchmarks/results/constrained/entity-read-by-id/20260722T015708Z-memory-cpu-matrix/point-512m-4vcpu/exeris-community/repeat-2"
512,4,"memory","quarkus-tuned",2,"ok","none","measure_complete",384,0.7500,"fraction:0.75",,,44923.20,13479097,0.000000,970.410000,0.07199369512660975,323168,319384,19120.000000,"wrk-closed-loop-coordinated-omission",3967,4262,0.9307836696386673,0,,47872,"representative","/home/bench/exeris-benchmarks/results/constrained/entity-read-by-id/20260722T015708Z-memory-cpu-matrix/point-512m-4vcpu/quarkus-tuned/repeat-2"
1024,4,"shared","exeris-community",2,"ok","none","measure_complete",256,0.2500,"fraction:0.25","http,persistence",false,56037.66,16813151,0.000000,922.090000,0.05484337825788872,235128,229548,78170.000000,"wrk-closed-loop-coordinated-omission",4197,4269,0.983134223471539,0,,47964,"representative","/home/bench/exeris-benchmarks/results/constrained/entity-read-by-id/20260722T015708Z-memory-cpu-matrix/point-1024m-4vcpu/exeris-community/repeat-2"
1024,4,"shared","quarkus-tuned",2,"ok","none","measure_complete",768,0.7500,"fraction:0.75",,,45947.49,13786002,0.000000,985.170000,0.07146161737101155,458916,454784,19040.000000,"wrk-closed-loop-coordinated-omission",4192,4270,0.9817330210772833,0,,48415,"representative","/home/bench/exeris-benchmarks/results/constrained/entity-read-by-id/20260722T015708Z-memory-cpu-matrix/point-1024m-4vcpu/quarkus-tuned/repeat-2"
1024,4,"shared","quarkus-hibernate",2,"ok","none","measure_complete",768,0.7500,"fraction:0.75",,,42135.25,12643459,0.000000,993.500000,0.07857818022742036,536048,531400,18430.000000,"wrk-closed-loop-coordinated-omission",3986,4278,0.9317438055165965,0,,48169,"representative","/home/bench/exeris-benchmarks/results/constrained/entity-read-by-id/20260722T015708Z-memory-cpu-matrix/point-1024m-4vcpu/quarkus-hibernate/repeat-2"
2048,4,"memory","exeris-community",2,"ok","none","measure_complete",512,0.2500,"fraction:0.25","http,persistence",false,55443.10,16635164,0.000000,921.710000,0.05540732871644668,323028,318288,72270.000000,"wrk-closed-loop-coordinated-omission",4196,4271,0.9824397096698665,0,,48394,"representative","/home/bench/exeris-benchmarks/results/constrained/entity-read-by-id/20260722T015708Z-memory-cpu-matrix/point-2048m-4vcpu/exeris-community/repeat-2"
2048,4,"memory","quarkus-tuned",2,"ok","none","measure_complete",1536,0.7500,"fraction:0.75",,,47090.09,14129837,0.000000,978.360000,0.0692407138171516,729636,719648,19580.000000,"wrk-closed-loop-coordinated-omission",4177,4266,0.9791373652133146,0,,48374,"representative","/home/bench/exeris-benchmarks/results/constrained/entity-read-by-id/20260722T015708Z-memory-cpu-matrix/point-2048m-4vcpu/quarkus-tuned/repeat-2"
1024,2,"cpu","exeris-community",2,"ok","none","measure_complete",256,0.2500,"fraction:0.25","http,persistence",false,31427.87,9429967,0.000000,452.910000,0.048028800100785085,215864,208916,379950.000000,"wrk-closed-loop-coordinated-omission",4207,4271,0.9850152189182861,0,,48456,"representative","/home/bench/exeris-benchmarks/results/constrained/entity-read-by-id/20260722T015708Z-memory-cpu-matrix/point-1024m-2vcpu/exeris-community/repeat-2"
1024,2,"cpu","quarkus-tuned",2,"ok","none","measure_complete",768,0.7500,"fraction:0.75",,,24542.80,7364470,0.000000,479.590000,0.06512213370412263,434868,430864,49960.000000,"wrk-closed-loop-coordinated-omission",4206,4271,0.9847810817138843,0,,48558,"representative","/home/bench/exeris-benchmarks/results/constrained/entity-read-by-id/20260722T015708Z-memory-cpu-matrix/point-1024m-2vcpu/quarkus-tuned/repeat-2"
1024,8,"cpu","exeris-community",2,"ok","none","measure_complete",256,0.2500,"fraction:0.25","http,persistence",false,94312.24,28296600,0.000000,1892.580000,0.06688365386654227,251964,247580,13050.000000,"wrk-closed-loop-coordinated-omission",4198,4269,0.9833684703677676,0,,48660,"representative","/home/bench/exeris-benchmarks/results/constrained/entity-read-by-id/20260722T015708Z-memory-cpu-matrix/point-1024m-8vcpu/exeris-community/repeat-2"
1024,8,"cpu","quarkus-tuned",2,"ok","none","measure_complete",768,0.7500,"fraction:0.75",,,69642.80,20894784,0.000000,1907.270000,0.09127971842159267,476460,469412,2660.000000,"wrk-closed-loop-coordinated-omission",28,4270,0.006557377049180328,0,,48763,"representative","/home/bench/exeris-benchmarks/results/constrained/entity-read-by-id/20260722T015708Z-memory-cpu-matrix/point-1024m-8vcpu/quarkus-tuned/repeat-2"
128,4,"memory","exeris-community",3,"unknown",,,32,0.2500,"fraction:0.25","http,persistence",false,,,,,,,,,"wrk-closed-loop-coordinated-omission",,,,,,49060,,"/home/bench/exeris-benchmarks/results/constrained/entity-read-by-id/20260722T015708Z-memory-cpu-matrix/point-128m-4vcpu/exeris-community/repeat-3"
128,4,"memory","quarkus-tuned",3,"unknown",,,96,0.7500,"fraction:0.75",,,,,,,,,,,"wrk-closed-loop-coordinated-omission",,,,,,49428,,"/home/bench/exeris-benchmarks/results/constrained/entity-read-by-id/20260722T015708Z-memory-cpu-matrix/point-128m-4vcpu/quarkus-tuned/repeat-3"
256,4,"memory","exeris-community",3,"ok","none","measure_complete",64,0.2500,"fraction:0.25","http,persistence",false,56242.11,16875611,0.000000,919.220000,0.05447032406708119,151232,141500,61250.000000,"wrk-closed-loop-coordinated-omission",4199,4270,0.9833723653395785,0,,49705,"representative","/home/bench/exeris-benchmarks/results/constrained/entity-read-by-id/20260722T015708Z-memory-cpu-matrix/point-256m-4vcpu/exeris-community/repeat-3"
256,4,"memory","quarkus-tuned",3,"ok","none","measure_complete",192,0.7500,"fraction:0.75",,,46225.48,13870854,0.000000,983.470000,0.07090190697703255,254776,250096,18770.000000,"wrk-closed-loop-coordinated-omission",4182,4270,0.9793911007025761,0,,49183,"representative","/home/bench/exeris-benchmarks/results/constrained/entity-read-by-id/20260722T015708Z-memory-cpu-matrix/point-256m-4vcpu/quarkus-tuned/repeat-3"
512,4,"memory","exeris-community",3,"ok","none","measure_complete",128,0.2500,"fraction:0.25","http,persistence",false,56539.17,16964097,0.000000,918.080000,0.05411900203117207,179556,174132,71290.000000,"wrk-closed-loop-coordinated-omission",4197,4269,0.983134223471539,0,,49275,"representative","/home/bench/exeris-benchmarks/results/constrained/entity-read-by-id/20260722T015708Z-memory-cpu-matrix/point-512m-4vcpu/exeris-community/repeat-3"
512,4,"memory","quarkus-tuned",3,"ok","none","measure_complete",384,0.7500,"fraction:0.75",,,46855.23,14058634,0.000000,981.860000,0.06984035575575834,310616,306156,19100.000000,"wrk-closed-loop-coordinated-omission",3044,4271,0.7127136501990167,0,,49644,"representative","/home/bench/exeris-benchmarks/results/constrained/entity-read-by-id/20260722T015708Z-memory-cpu-matrix/point-512m-4vcpu/quarkus-tuned/repeat-3"
1024,4,"shared","exeris-community",3,"ok","none","measure_complete",256,0.2500,"fraction:0.25","http,persistence",false,56314.65,16897431,0.000000,918.670000,0.05436743609132062,229976,224836,79610.000000,"wrk-closed-loop-coordinated-omission",4198,4271,0.9829079840786701,0,,49480,"representative","/home/bench/exeris-benchmarks/results/constrained/entity-read-by-id/20260722T015708Z-memory-cpu-matrix/point-1024m-4vcpu/exeris-community/repeat-3"
1024,4,"shared","quarkus-tuned",3,"ok","none","measure_complete",768,0.7500,"fraction:0.75",,,46311.83,13896816,0.000000,983.190000,0.07074929969570008,465548,454160,19170.000000,"wrk-closed-loop-coordinated-omission",4191,4270,0.9814988290398127,0,,49582,"representative","/home/bench/exeris-benchmarks/results/constrained/entity-read-by-id/20260722T015708Z-memory-cpu-matrix/point-1024m-4vcpu/quarkus-tuned/repeat-3"
1024,4,"shared","quarkus-hibernate",3,"ok","none","measure_complete",768,0.7500,"fraction:0.75",,,42489.23,12749747,0.000000,1000.410000,0.07846508640524397,531548,526816,18020.000000,"wrk-closed-loop-coordinated-omission",4186,4279,0.9782659499883151,0,,50289,"representative","/home/bench/exeris-benchmarks/results/constrained/entity-read-by-id/20260722T015708Z-memory-cpu-matrix/point-1024m-4vcpu/quarkus-hibernate/repeat-3"
2048,4,"memory","exeris-community",3,"ok","none","measure_complete",512,0.2500,"fraction:0.25","http,persistence",false,55086.42,16527480,0.000000,924.570000,0.05594137763288778,333052,328068,73200.000000,"wrk-closed-loop-coordinated-omission",4197,4270,0.982903981264637,0,,49848,"representative","/home/bench/exeris-benchmarks/results/constrained/entity-read-by-id/20260722T015708Z-memory-cpu-matrix/point-2048m-4vcpu/exeris-community/repeat-3"
2048,4,"memory","quarkus-tuned",3,"ok","none","measure_complete",1536,0.7500,"fraction:0.75",,,47457.88,14239492,0.000000,975.850000,0.06853123692895785,722816,712340,19860.000000,"wrk-closed-loop-coordinated-omission",4191,4271,0.9812690236478576,0,,50074,"representative","/home/bench/exeris-benchmarks/results/constrained/entity-read-by-id/20260722T015708Z-memory-cpu-matrix/point-2048m-4vcpu/quarkus-tuned/repeat-3"
1024,2,"cpu","exeris-community",3,"ok","none","measure_complete",256,0.2500,"fraction:0.25","http,persistence",false,31425.03,9430290,0.000000,453.690000,0.04810986724692454,215368,209736,347280.000000,"wrk-closed-loop-coordinated-omission",4207,4271,0.9850152189182861,0,,50053,"representative","/home/bench/exeris-benchmarks/results/constrained/entity-read-by-id/20260722T015708Z-memory-cpu-matrix/point-1024m-2vcpu/exeris-community/repeat-3"
1024,2,"cpu","quarkus-tuned",3,"ok","none","measure_complete",768,0.7500,"fraction:0.75",,,24817.75,7447751,0.000000,478.860000,0.06429591966756139,433648,429056,49740.000000,"wrk-closed-loop-coordinated-omission",4205,4274,0.9838558727187646,0,,50156,"representative","/home/bench/exeris-benchmarks/results/constrained/entity-read-by-id/20260722T015708Z-memory-cpu-matrix/point-1024m-2vcpu/quarkus-tuned/repeat-3"
1024,8,"cpu","exeris-community",3,"ok","none","measure_complete",256,0.2500,"fraction:0.25","http,persistence",false,94289.64,28289716,0.000000,1891.500000,0.06686175287160889,257264,253508,12950.000000,"wrk-closed-loop-coordinated-omission",4194,4270,0.9822014051522249,0,,53033,"representative","/home/bench/exeris-benchmarks/results/constrained/entity-read-by-id/20260722T015708Z-memory-cpu-matrix/point-1024m-8vcpu/exeris-community/repeat-3"
1024,8,"cpu","quarkus-tuned",3,"ok","none","measure_complete",768,0.7500,"fraction:0.75",,,71208.20,21364975,0.000000,1939.080000,0.0907597598405802,482572,477220,2600.000000,"wrk-closed-loop-coordinated-omission",56,4270,0.013114754098360656,0,,50975,"representative","/home/bench/exeris-benchmarks/results/constrained/entity-read-by-id/20260722T015708Z-memory-cpu-matrix/point-1024m-8vcpu/quarkus-tuned/repeat-3"
