epoch_ms,component,cpu_pct,mem_mb
1787387655000,target-jvm,3.33,
1787387660000,exeris-e2e-saga-postgres,4.46,231.70
1787387660000,exeris-e2e-saga-payment-gateway,0.01,14.54
1787387660000,target-jvm,3.67,
1787387665000,exeris-e2e-saga-postgres,0.05,231.70
1787387665000,exeris-e2e-saga-payment-gateway,0.01,14.54
1787387665000,target-jvm,3.33,
1787387670000,exeris-e2e-saga-postgres,4.49,231.70
1787387670000,exeris-e2e-saga-payment-gateway,0.01,14.55
1787387670000,target-jvm,3.67,
1787387675000,exeris-e2e-saga-postgres,0.04,231.70
1787387675000,exeris-e2e-saga-payment-gateway,0.01,14.54
1787387675000,target-jvm,3.33,
1787387680000,exeris-e2e-saga-postgres,0.03,231.70
1787387680000,exeris-e2e-saga-payment-gateway,0.01,14.54
1787387680000,target-jvm,3.33,
1787387685000,exeris-e2e-saga-postgres,4.78,231.80
1787387685000,exeris-e2e-saga-payment-gateway,0.01,14.54
1787387685000,target-jvm,3.67,
1787387690000,exeris-e2e-saga-postgres,8.74,231.80
1787387690000,exeris-e2e-saga-payment-gateway,0.01,14.55
1787387690000,target-jvm,3.33,
1787387695000,exeris-e2e-saga-postgres,4.43,231.80
1787387695000,exeris-e2e-saga-payment-gateway,0.01,14.55
1787387695000,target-jvm,3.33,
1787387700000,exeris-e2e-saga-postgres,0.05,231.70
1787387700000,exeris-e2e-saga-payment-gateway,0.01,14.55
1787387700000,target-jvm,3.33,
1787387705000,exeris-e2e-saga-postgres,4.45,231.80
1787387705000,exeris-e2e-saga-payment-gateway,0.01,14.55
1787387705000,target-jvm,3.33,
1787387710000,exeris-e2e-saga-postgres,1.99,231.90
1787387710000,exeris-e2e-saga-payment-gateway,0.00,14.55
1787387710000,target-jvm,3.33,
1787387715000,exeris-e2e-saga-postgres,0.39,232.00
1787387715000,exeris-e2e-saga-payment-gateway,0.01,14.54
1787387715000,target-jvm,3.67,
1787387720000,exeris-e2e-saga-postgres,0.62,233.60
1787387720000,exeris-e2e-saga-payment-gateway,0.01,14.54
1787387720000,target-jvm,3.67,
1787387725000,exeris-e2e-saga-postgres,4.25,231.80
1787387725000,exeris-e2e-saga-payment-gateway,0.01,14.55
1787387725000,target-jvm,3.33,
1787387730000,exeris-e2e-saga-postgres,8.69,231.80
1787387730000,exeris-e2e-saga-payment-gateway,0.06,14.54
1787387730000,target-jvm,3.67,
1787387735000,exeris-e2e-saga-postgres,4.28,232.00
1787387735000,exeris-e2e-saga-payment-gateway,0.00,14.55
1787387735000,target-jvm,3.67,
1787387740000,exeris-e2e-saga-postgres,4.55,233.10
1787387740000,exeris-e2e-saga-payment-gateway,0.01,14.54
1787387740000,target-jvm,3.00,
1787387745000,exeris-e2e-saga-postgres,8.98,231.80
1787387745000,exeris-e2e-saga-payment-gateway,0.00,14.55
1787387745000,target-jvm,3.67,
1787387750000,exeris-e2e-saga-postgres,4.28,232.00
1787387750000,exeris-e2e-saga-payment-gateway,0.01,14.55
1787387750000,target-jvm,3.33,
1787387755000,exeris-e2e-saga-postgres,8.66,231.70
1787387755000,exeris-e2e-saga-payment-gateway,0.01,14.55
1787387755000,target-jvm,3.33,
1787387760000,exeris-e2e-saga-postgres,4.28,231.80
1787387760000,exeris-e2e-saga-payment-gateway,0.07,14.54
1787387760000,target-jvm,3.33,
1787387765000,exeris-e2e-saga-postgres,8.66,231.70
1787387765000,exeris-e2e-saga-payment-gateway,0.01,14.54
1787387765000,target-jvm,3.67,
1787387770000,exeris-e2e-saga-postgres,6.87,231.80
1787387770000,exeris-e2e-saga-payment-gateway,0.00,14.55
1787387770000,target-jvm,3.33,
1787387775000,exeris-e2e-saga-postgres,4.39,231.70
1787387775000,exeris-e2e-saga-payment-gateway,0.01,14.55
1787387775000,target-jvm,3.67,
1787387781000,exeris-e2e-saga-postgres,8.69,232.00
1787387781000,exeris-e2e-saga-payment-gateway,0.01,14.54
1787387781000,target-jvm,4.33,
1787387786000,exeris-e2e-saga-postgres,4.30,232.10
1787387786000,exeris-e2e-saga-payment-gateway,0.01,14.54
1787387786000,target-jvm,3.67,
1787387791000,exeris-e2e-saga-postgres,8.66,231.80
1787387791000,exeris-e2e-saga-payment-gateway,0.06,14.54
1787387791000,target-jvm,3.00,
1787387796000,exeris-e2e-saga-postgres,4.28,232.00
1787387796000,exeris-e2e-saga-payment-gateway,0.01,14.54
1787387796000,target-jvm,3.67,
1787387801000,exeris-e2e-saga-postgres,4.28,231.80
1787387801000,exeris-e2e-saga-payment-gateway,0.01,14.55
1787387801000,target-jvm,3.33,
1787387806000,exeris-e2e-saga-postgres,9.04,232.00
1787387806000,exeris-e2e-saga-payment-gateway,0.01,14.55
1787387806000,target-jvm,3.67,
1787387811000,exeris-e2e-saga-postgres,4.25,232.10
1787387811000,exeris-e2e-saga-payment-gateway,0.01,14.55
1787387811000,target-jvm,3.67,
1787387816000,exeris-e2e-saga-postgres,8.67,231.80
1787387816000,exeris-e2e-saga-payment-gateway,0.01,14.55
1787387816000,target-jvm,3.33,
1787387821000,exeris-e2e-saga-postgres,4.27,232.30
1787387821000,exeris-e2e-saga-payment-gateway,0.06,14.54
1787387821000,target-jvm,3.67,
1787387826000,exeris-e2e-saga-postgres,0.05,231.80
1787387826000,exeris-e2e-saga-payment-gateway,0.00,14.55
1787387826000,target-jvm,3.33,
1787387831000,exeris-e2e-saga-postgres,7.17,232.10
1787387831000,exeris-e2e-saga-payment-gateway,0.01,14.55
1787387831000,target-jvm,3.33,
1787387836000,exeris-e2e-saga-postgres,4.65,232.00
1787387836000,exeris-e2e-saga-payment-gateway,0.01,14.55
1787387836000,target-jvm,3.67,
1787387841000,exeris-e2e-saga-postgres,8.65,231.90
1787387841000,exeris-e2e-saga-payment-gateway,0.01,14.54
1787387841000,target-jvm,3.33,
1787387846000,exeris-e2e-saga-postgres,4.44,231.80
1787387846000,exeris-e2e-saga-payment-gateway,0.01,14.55
1787387846000,target-jvm,3.33,
1787387851000,exeris-e2e-saga-postgres,8.62,232.10
1787387851000,exeris-e2e-saga-payment-gateway,0.06,14.54
1787387851000,target-jvm,3.67,
1787387856000,exeris-e2e-saga-postgres,3.96,234.50
1787387856000,exeris-e2e-saga-payment-gateway,0.01,14.55
1787387856000,target-jvm,3.33,
1787387861000,exeris-e2e-saga-postgres,1.26,235.20
1787387861000,exeris-e2e-saga-payment-gateway,0.01,14.54
1787387861000,target-jvm,3.67,
1787387866000,exeris-e2e-saga-postgres,4.45,231.80
1787387866000,exeris-e2e-saga-payment-gateway,0.01,14.55
1787387866000,target-jvm,3.67,
1787387871000,exeris-e2e-saga-postgres,0.03,231.80
1787387871000,exeris-e2e-saga-payment-gateway,0.01,14.55
1787387871000,target-jvm,3.33,
1787387876000,exeris-e2e-saga-postgres,4.43,231.80
1787387876000,exeris-e2e-saga-payment-gateway,0.01,14.55
1787387876000,target-jvm,3.33,
1787387881000,exeris-e2e-saga-postgres,4.44,231.80
1787387881000,exeris-e2e-saga-payment-gateway,0.01,14.54
1787387881000,target-jvm,3.00,
1787387886000,exeris-e2e-saga-postgres,4.42,232.00
1787387886000,exeris-e2e-saga-payment-gateway,0.02,14.62
1787387886000,target-jvm,4.00,
1787387891000,exeris-e2e-saga-postgres,0.17,232.40
1787387891000,exeris-e2e-saga-payment-gateway,0.01,14.54
1787387891000,target-jvm,3.33,
1787387896000,exeris-e2e-saga-postgres,0.06,232.00
1787387896000,exeris-e2e-saga-payment-gateway,7.86,14.54
1787387896000,target-jvm,3.33,
1787387901000,exeris-e2e-saga-postgres,4.43,231.80
1787387901000,exeris-e2e-saga-payment-gateway,7.85,14.69
1787387901000,target-jvm,3.33,
1787387906000,exeris-e2e-saga-postgres,0.03,231.80
1787387906000,exeris-e2e-saga-payment-gateway,7.87,14.55
1787387906000,target-jvm,3.67,
1787387911000,exeris-e2e-saga-postgres,4.44,231.80
1787387911000,exeris-e2e-saga-payment-gateway,7.92,14.57
1787387911000,target-jvm,3.00,
1787387916000,exeris-e2e-saga-postgres,0.04,231.80
1787387916000,exeris-e2e-saga-payment-gateway,7.87,14.54
1787387916000,target-jvm,3.67,
1787387921000,exeris-e2e-saga-postgres,2.86,231.80
1787387921000,exeris-e2e-saga-payment-gateway,0.00,14.72
1787387921000,target-jvm,3.67,
1787387926000,exeris-e2e-saga-postgres,4.43,231.80
1787387926000,exeris-e2e-saga-payment-gateway,7.89,14.55
1787387926000,target-jvm,4.67,
1787387931000,exeris-e2e-saga-postgres,0.01,231.80
1787387931000,exeris-e2e-saga-payment-gateway,7.92,14.55
1787387931000,target-jvm,3.33,
1787387936000,exeris-e2e-saga-postgres,4.41,231.80
1787387936000,exeris-e2e-saga-payment-gateway,7.85,14.71
1787387936000,target-jvm,4.00,
1787387941000,exeris-e2e-saga-postgres,0.01,231.80
1787387941000,exeris-e2e-saga-payment-gateway,7.96,14.63
1787387941000,target-jvm,3.00,
1787387946000,exeris-e2e-saga-postgres,0.01,231.80
1787387946000,exeris-e2e-saga-payment-gateway,0.00,14.54
1787387946000,target-jvm,3.67,
1787387951000,exeris-e2e-saga-postgres,4.43,231.80
1787387951000,exeris-e2e-saga-payment-gateway,7.80,14.70
1787387951000,target-jvm,3.00,
1787387956000,exeris-e2e-saga-postgres,0.00,231.80
1787387956000,exeris-e2e-saga-payment-gateway,7.97,14.71
1787387956000,target-jvm,3.33,
1787387962000,exeris-e2e-saga-postgres,4.43,231.80
1787387962000,exeris-e2e-saga-payment-gateway,2.81,18.26
1787387962000,target-jvm,3.00,
1787387967000,exeris-e2e-saga-postgres,0.02,231.80
1787387967000,exeris-e2e-saga-payment-gateway,0.01,14.55
1787387967000,target-jvm,3.67,
1787387972000,exeris-e2e-saga-postgres,4.41,231.90
1787387972000,exeris-e2e-saga-payment-gateway,0.01,14.54
1787387972000,target-jvm,3.33,
1787387977000,exeris-e2e-saga-postgres,0.00,231.80
1787387977000,exeris-e2e-saga-payment-gateway,0.01,14.55
1787387977000,target-jvm,3.33,
1787387982000,exeris-e2e-saga-postgres,4.23,232.00
1787387982000,exeris-e2e-saga-payment-gateway,7.86,14.86
1787387982000,target-jvm,3.33,
1787387987000,exeris-e2e-saga-postgres,4.41,231.80
1787387987000,exeris-e2e-saga-payment-gateway,0.01,14.54
1787387987000,target-jvm,3.33,
1787387992000,exeris-e2e-saga-postgres,0.00,231.80
1787387992000,exeris-e2e-saga-payment-gateway,0.01,14.55
1787387992000,target-jvm,3.33,
1787387997000,exeris-e2e-saga-postgres,4.39,231.80
1787387997000,exeris-e2e-saga-payment-gateway,0.01,14.55
1787387997000,target-jvm,3.33,
1787388002000,exeris-e2e-saga-postgres,0.01,231.80
1787388002000,exeris-e2e-saga-payment-gateway,0.01,14.54
1787388002000,target-jvm,3.67,
1787388007000,exeris-e2e-saga-postgres,4.43,231.80
1787388007000,exeris-e2e-saga-payment-gateway,0.01,14.54
1787388007000,target-jvm,3.33,
1787388012000,exeris-e2e-saga-postgres,4.40,231.80
1787388012000,exeris-e2e-saga-payment-gateway,0.01,14.54
1787388012000,target-jvm,3.67,
1787388017000,exeris-e2e-saga-postgres,0.01,231.80
1787388017000,exeris-e2e-saga-payment-gateway,0.01,14.54
1787388017000,target-jvm,3.33,
1787388022000,exeris-e2e-saga-postgres,4.41,231.80
1787388022000,exeris-e2e-saga-payment-gateway,0.01,14.55
1787388022000,target-jvm,3.33,
1787388027000,exeris-e2e-saga-postgres,0.02,231.80
1787388027000,exeris-e2e-saga-payment-gateway,0.01,14.54
1787388027000,target-jvm,3.67,
1787388032000,exeris-e2e-saga-postgres,4.39,231.80
1787388032000,exeris-e2e-saga-payment-gateway,0.01,14.54
1787388032000,target-jvm,3.33,
1787388037000,exeris-e2e-saga-postgres,0.01,231.80
1787388037000,exeris-e2e-saga-payment-gateway,0.00,14.55
1787388037000,target-jvm,3.67,
1787388042000,exeris-e2e-saga-postgres,0.01,231.80
1787388042000,exeris-e2e-saga-payment-gateway,0.01,14.54
1787388042000,target-jvm,3.00,
1787388047000,exeris-e2e-saga-postgres,0.00,231.80
1787388047000,exeris-e2e-saga-payment-gateway,0.01,14.55
1787388047000,target-jvm,3.67,
1787388052000,exeris-e2e-saga-postgres,4.36,232.00
1787388052000,exeris-e2e-saga-payment-gateway,0.00,14.54
1787388052000,target-jvm,3.33,
1787388057000,exeris-e2e-saga-postgres,4.38,231.80
1787388057000,exeris-e2e-saga-payment-gateway,0.01,14.54
1787388057000,target-jvm,3.00,
1787388062000,exeris-e2e-saga-postgres,0.01,231.90
1787388062000,exeris-e2e-saga-payment-gateway,0.01,14.54
1787388062000,target-jvm,3.67,
1787388067000,exeris-e2e-saga-postgres,4.37,229.10
1787388067000,exeris-e2e-saga-payment-gateway,0.01,14.54
1787388067000,target-jvm,3.67,
1787388072000,exeris-e2e-saga-postgres,1.97,228.90
1787388072000,exeris-e2e-saga-payment-gateway,0.00,14.55
1787388072000,target-jvm,3.67,
1787388077000,exeris-e2e-saga-postgres,0.00,228.90
1787388077000,exeris-e2e-saga-payment-gateway,0.01,14.54
1787388077000,target-jvm,3.33,
1787388082000,exeris-e2e-saga-postgres,4.37,228.90
1787388082000,exeris-e2e-saga-payment-gateway,0.01,14.54
1787388082000,target-jvm,3.00,
1787388087000,exeris-e2e-saga-postgres,0.01,228.90
1787388087000,exeris-e2e-saga-payment-gateway,0.01,14.55
1787388087000,target-jvm,4.00,
1787388092000,exeris-e2e-saga-postgres,4.40,228.90
1787388092000,exeris-e2e-saga-payment-gateway,0.01,14.54
1787388092000,target-jvm,3.33,
1787388097000,exeris-e2e-saga-postgres,0.01,227.50
1787388097000,exeris-e2e-saga-payment-gateway,0.01,14.55
1787388097000,target-jvm,3.33,
1787388102000,exeris-e2e-saga-postgres,1.70,227.60
1787388102000,exeris-e2e-saga-payment-gateway,0.01,14.54
1787388102000,target-jvm,3.00,
1787388107000,exeris-e2e-saga-postgres,4.41,227.50
1787388107000,exeris-e2e-saga-payment-gateway,0.00,14.55
1787388107000,target-jvm,4.00,
1787388112000,exeris-e2e-saga-postgres,0.00,227.50
1787388112000,exeris-e2e-saga-payment-gateway,0.01,14.54
1787388112000,target-jvm,3.00,
1787388117000,exeris-e2e-saga-postgres,4.48,227.60
1787388117000,exeris-e2e-saga-payment-gateway,0.01,14.54
1787388117000,target-jvm,3.33,
1787388123000,exeris-e2e-saga-postgres,0.00,227.50
1787388123000,exeris-e2e-saga-payment-gateway,0.01,14.54
1787388123000,target-jvm,3.00,
1787388128000,exeris-e2e-saga-postgres,4.40,223.60
1787388128000,exeris-e2e-saga-payment-gateway,0.01,14.54
1787388128000,target-jvm,3.67,
1787388133000,exeris-e2e-saga-postgres,0.00,223.50
1787388133000,exeris-e2e-saga-payment-gateway,0.00,14.54
1787388133000,target-jvm,3.33,
1787388138000,exeris-e2e-saga-postgres,0.01,223.30
1787388138000,exeris-e2e-saga-payment-gateway,0.01,14.54
1787388138000,target-jvm,3.67,
1787388143000,exeris-e2e-saga-postgres,4.39,223.50
1787388143000,exeris-e2e-saga-payment-gateway,0.00,14.54
1787388143000,target-jvm,3.33,
1787388148000,exeris-e2e-saga-postgres,0.00,223.30
1787388148000,exeris-e2e-saga-payment-gateway,0.01,14.54
1787388148000,target-jvm,3.67,
1787388153000,exeris-e2e-saga-postgres,4.35,223.40
1787388153000,exeris-e2e-saga-payment-gateway,0.01,14.54
1787388153000,target-jvm,3.33,
